Parameter,Row index,Col index,Well specified value,Misspecified value,run_ID,n,m,K,s,nu
s,1,1,1,1,437,100001,2,50,1,2
Pi,1,1,0.5,0.5,438,100001,2,10,1,2
Pi,2,1,0.5,0.5,438,100001,2,10,1,2
pp,1,1,0.9999,0.9998162844238252,438,100001,2,10,1,2
pp,2,1,1e-4,1.473696119141893e-4,438,100001,2,10,1,2
pp,1,2,1e-4,1.8371557617482667e-4,438,100001,2,10,1,2
pp,2,2,0.9999,0.9998526303880857,438,100001,2,10,1,2
s,1,1,1,1,438,100001,2,10,1,2
Pi,1,1,0.5,0.5,439,100001,2,5,1,2
Pi,2,1,0.5,0.5,439,100001,2,5,1,2
pp,1,1,0.99995,0.9999072696293517,439,100001,2,5,1,2
pp,2,1,5e-5,6.161311832228262e-5,439,100001,2,5,1,2
pp,1,2,5e-5,9.273037064819802e-5,439,100001,2,5,1,2
pp,2,2,0.99995,0.9999383868816777,439,100001,2,5,1,2
s,1,1,1,1,439,100001,2,5,1,2
Pi,1,1,0.5,0.5,440,100001,2,2,1,2
Pi,2,1,0.5,0.5,440,100001,2,2,1,2
pp,1,1,0.99998,0.9999843551282901,440,100001,2,2,1,2
pp,2,1,2e-5,1.2654647674524372e-5,440,100001,2,2,1,2
pp,1,2,2e-5,1.5644871709866797e-5,440,100001,2,2,1,2
pp,2,2,0.99998,0.9999873453523255,440,100001,2,2,1,2
s,1,1,1,1,440,100001,2,2,1,2
Pi,1,1,0.5,0.5,441,100001,2,2,1,2
Pi,2,1,0.5,0.5,441,100001,2,2,1,2
pp,1,1,0.99998,0.9999892601320729,441,100001,2,2,1,2
pp,2,1,2e-5,3.322792074019749e-5,441,100001,2,2,1,2
pp,1,2,2e-5,1.0739867927095038e-5,441,100001,2,2,1,2
pp,2,2,0.99998,0.9999667720792598,441,100001,2,2,1,2
s,1,1,1,1,441,100001,2,2,1,2
Pi,1,1,0.5,0.5,442,100001,2,100,1,2
Pi,2,1,0.5,0.5,442,100001,2,100,1,2
pp,1,1,0.999,0.9981008018217656,442,100001,2,100,1,2
pp,2,1,0.001,0.001031271672592347,442,100001,2,100,1,2
pp,1,2,0.001,0.0018991981782343654,442,100001,2,100,1,2
pp,2,2,0.999,0.9989687283274076,442,100001,2,100,1,2
s,1,1,1,1,442,100001,2,100,1,2
Pi,1,1,0.5,0.5,443,100001,2,200,1,2
Pi,2,1,0.5,0.5,443,100001,2,200,1,2
pp,1,1,0.998,0.9968349166282567,443,100001,2,200,1,2
pp,2,1,0.002,0.0019183559449952657,443,100001,2,200,1,2
pp,1,2,0.002,0.0031650833717432004,443,100001,2,200,1,2
pp,2,2,0.998,0.9980816440550048,443,100001,2,200,1,2
s,1,1,1,1,443,100001,2,200,1,2
Pi,1,1,0.5,0.5,444,100001,2,1000,1,2
Pi,2,1,0.5,0.5,444,100001,2,1000,1,2
pp,1,1,0.99,0.9802436090728973,444,100001,2,1000,1,2
pp,2,1,0.01,0.0071446939341642535,444,100001,2,1000,1,2
pp,1,2,0.01,0.01975639092710268,444,100001,2,1000,1,2
pp,2,2,0.99,0.9928553060658357,444,100001,2,1000,1,2
s,1,1,1,1,444,100001,2,1000,1,2
Pi,1,1,0.5,0.5,445,100001,2,100,1,2
Pi,2,1,0.5,0.5,445,100001,2,100,1,2
pp,1,1,0.999,0.9986689351491245,445,100001,2,100,1,2
pp,2,1,0.001,0.0011082994996048057,445,100001,2,100,1,2
pp,1,2,0.001,0.0013310648508756153,445,100001,2,100,1,2
pp,2,2,0.999,0.9988917005003951,445,100001,2,100,1,2
s,1,1,1,1,445,100001,2,100,1,2
Pi,1,1,0.5,0.5,446,100001,2,50,1,2
Pi,2,1,0.5,0.5,446,100001,2,50,1,2
pp,1,1,0.9995,0.9992198166714368,446,100001,2,50,1,2
pp,2,1,5e-4,3.347941417014317e-4,446,100001,2,50,1,2
pp,1,2,5e-4,7.801833285631562e-4,446,100001,2,50,1,2
pp,2,2,0.9995,0.9996652058582987,446,100001,2,50,1,2
s,1,1,1,1,446,100001,2,50,1,2
Pi,1,1,0.5,0.5,447,100001,2,2,1,2
Pi,2,1,0.5,0.5,447,100001,2,2,1,2
pp,1,1,0.99998,0.9999658668964126,447,100001,2,2,1,2
pp,2,1,2e-5,2.1948766474901818e-5,447,100001,2,2,1,2
pp,1,2,2e-5,3.4133103587274656e-5,447,100001,2,2,1,2
pp,2,2,0.99998,0.9999780512335251,447,100001,2,2,1,2
s,1,1,1,1,447,100001,2,2,1,2
Pi,1,1,0.5,0.5,448,100001,2,200,1,2
Pi,2,1,0.5,0.5,448,100001,2,200,1,2
pp,1,1,0.998,0.99772944966859,448,100001,2,200,1,2
pp,2,1,0.002,0.003706162026824195,448,100001,2,200,1,2
pp,1,2,0.002,0.0022705503314099165,448,100001,2,200,1,2
pp,2,2,0.998,0.9962938379731757,448,100001,2,200,1,2
s,1,1,1,1,448,100001,2,200,1,2
Pi,1,1,0.5,0.5,449,100001,2,200,1,2
Pi,2,1,0.5,0.5,449,100001,2,200,1,2
pp,1,1,0.998,0.9985014419045313,449,100001,2,200,1,2
pp,2,1,0.002,0.003941411602191224,449,100001,2,200,1,2
pp,1,2,0.002,0.0014985580954687621,449,100001,2,200,1,2
pp,2,2,0.998,0.9960585883978087,449,100001,2,200,1,2
s,1,1,1,1,449,100001,2,200,1,2
Pi,1,1,0.5,0.5,450,100001,2,1000,1,2
Pi,2,1,0.5,0.5,450,100001,2,1000,1,2
pp,1,1,0.99,0.9911604688964389,450,100001,2,1000,1,2
pp,2,1,0.01,0.014040786183847688,450,100001,2,1000,1,2
pp,1,2,0.01,0.008839531103560996,450,100001,2,1000,1,2
pp,2,2,0.99,0.9859592138161523,450,100001,2,1000,1,2
s,1,1,1,1,450,100001,2,1000,1,2
Pi,1,1,0.5,0.5,451,100001,2,1000,1,2
Pi,2,1,0.5,0.5,451,100001,2,1000,1,2
pp,1,1,0.99,0.9887217650393675,451,100001,2,1000,1,2
pp,2,1,0.01,0.011501319131387761,451,100001,2,1000,1,2
pp,1,2,0.01,0.01127823496063239,451,100001,2,1000,1,2
pp,2,2,0.99,0.9884986808686121,451,100001,2,1000,1,2
s,1,1,1,1,451,100001,2,1000,1,2
Pi,1,1,0.5,0.5,452,100001,2,10,1,2
Pi,2,1,0.5,0.5,452,100001,2,10,1,2
pp,1,1,0.9999,0.999931340939036,452,100001,2,10,1,2
pp,2,1,1e-4,1.592117912068458e-4,452,100001,2,10,1,2
pp,1,2,1e-4,6.86590609640428e-5,452,100001,2,10,1,2
pp,2,2,0.9999,0.9998407882087932,452,100001,2,10,1,2
s,1,1,1,1,452,100001,2,10,1,2
Pi,1,1,0.5,0.5,453,100001,2,20,1,2
Pi,2,1,0.5,0.5,453,100001,2,20,1,2
pp,1,1,0.9998,0.9998847231475078,453,100001,2,20,1,2
pp,2,1,2e-4,3.6850758686208265e-4,453,100001,2,20,1,2
pp,1,2,2e-4,1.1527685249225688e-4,453,100001,2,20,1,2
pp,2,2,0.9998,0.9996314924131379,453,100001,2,20,1,2
s,1,1,1,1,453,100001,2,20,1,2
Pi,1,1,0.5,0.5,454,100001,2,100,1,2
Pi,2,1,0.5,0.5,454,100001,2,100,1,2
pp,1,1,0.999,0.998122588257826,454,100001,2,100,1,2
pp,2,1,0.001,0.0013596907341368754,454,100001,2,100,1,2
pp,1,2,0.001,0.0018774117421740811,454,100001,2,100,1,2
pp,2,2,0.999,0.9986403092658631,454,100001,2,100,1,2
s,1,1,1,1,454,100001,2,100,1,2
Pi,1,1,0.5,0.5,455,100001,2,500,1,2
Pi,2,1,0.5,0.5,455,100001,2,500,1,2
pp,1,1,0.995,0.9916062085792978,455,100001,2,500,1,2
pp,2,1,0.005,0.0026559821795004578,455,100001,2,500,1,2
pp,1,2,0.005,0.008393791420702288,455,100001,2,500,1,2
pp,2,2,0.995,0.9973440178204996,455,100001,2,500,1,2
s,1,1,1,1,455,100001,2,500,1,2
Pi,1,1,0.5,0.5,456,100001,2,2,1,2
Pi,2,1,0.5,0.5,456,100001,2,2,1,2
pp,1,1,0.99998,0.999962019761451,456,100001,2,2,1,2
pp,2,1,2e-5,1.3805961978554382e-5,456,100001,2,2,1,2
pp,1,2,2e-5,3.7980238549010785e-5,456,100001,2,2,1,2
pp,2,2,0.99998,0.9999861940380215,456,100001,2,2,1,2
s,1,1,1,1,456,100001,2,2,1,2
Pi,1,1,0.5,0.5,457,100001,2,1000,1,2
Pi,2,1,0.5,0.5,457,100001,2,1000,1,2
pp,1,1,0.99,0.9928022004266834,457,100001,2,1000,1,2
pp,2,1,0.01,0.006815383301422499,457,100001,2,1000,1,2
pp,1,2,0.01,0.007197799573316641,457,100001,2,1000,1,2
pp,2,2,0.99,0.9931846166985775,457,100001,2,1000,1,2
s,1,1,1,1,457,100001,2,1000,1,2
Pi,1,1,0.5,0.5,458,100001,2,5,1,2
Pi,2,1,0.5,0.5,458,100001,2,5,1,2
pp,1,1,0.99995,0.9999027381347789,458,100001,2,5,1,2
pp,2,1,5e-5,7.617148884201933e-5,458,100001,2,5,1,2
pp,1,2,5e-5,9.726186522095927e-5,458,100001,2,5,1,2
pp,2,2,0.99995,0.999923828511158,458,100001,2,5,1,2
s,1,1,1,1,458,100001,2,5,1,2
Pi,1,1,0.5,0.5,459,100001,2,200,1,2
Pi,2,1,0.5,0.5,459,100001,2,200,1,2
pp,1,1,0.998,0.9973441443928066,459,100001,2,200,1,2
pp,2,1,0.002,0.0038089829876495267,459,100001,2,200,1,2
pp,1,2,0.002,0.002655855607193364,459,100001,2,200,1,2
pp,2,2,0.998,0.9961910170123506,459,100001,2,200,1,2
s,1,1,1,1,459,100001,2,200,1,2
Pi,1,1,0.5,0.5,460,100001,2,10,1,2
Pi,2,1,0.5,0.5,460,100001,2,10,1,2
pp,1,1,0.9999,0.9999169748307871,460,100001,2,10,1,2
pp,2,1,1e-4,5.1623308519876066e-5,460,100001,2,10,1,2
pp,1,2,1e-4,8.302516921285297e-5,460,100001,2,10,1,2
pp,2,2,0.9999,0.9999483766914802,460,100001,2,10,1,2
s,1,1,1,1,460,100001,2,10,1,2
Pi,1,1,0.5,0.5,461,100001,2,100,1,2
Pi,2,1,0.5,0.5,461,100001,2,100,1,2
pp,1,1,0.999,0.9980414061872765,461,100001,2,100,1,2
pp,2,1,0.001,0.0017804306303040671,461,100001,2,100,1,2
pp,1,2,0.001,0.001958593812723487,461,100001,2,100,1,2
pp,2,2,0.999,0.9982195693696959,461,100001,2,100,1,2
s,1,1,1,1,461,100001,2,100,1,2
Pi,1,1,0.5,0.5,462,100001,2,500,1,2
Pi,2,1,0.5,0.5,462,100001,2,500,1,2
pp,1,1,0.995,0.9969027693384754,462,100001,2,500,1,2
pp,2,1,0.005,0.008532911724436881,462,100001,2,500,1,2
pp,1,2,0.005,0.0030972306615245585,462,100001,2,500,1,2
pp,2,2,0.995,0.9914670882755632,462,100001,2,500,1,2
s,1,1,1,1,462,100001,2,500,1,2
Pi,1,1,0.5,0.5,463,100001,2,500,1,2
Pi,2,1,0.5,0.5,463,100001,2,500,1,2
pp,1,1,0.995,0.9947765467753652,463,100001,2,500,1,2
pp,2,1,0.005,0.004792761896350489,463,100001,2,500,1,2
pp,1,2,0.005,0.00522345322463486,463,100001,2,500,1,2
pp,2,2,0.995,0.9952072381036494,463,100001,2,500,1,2
s,1,1,1,1,463,100001,2,500,1,2
Pi,1,1,0.5,0.5,464,100001,2,5,1,2
Pi,2,1,0.5,0.5,464,100001,2,5,1,2
pp,1,1,0.99995,0.9999734182251374,464,100001,2,5,1,2
pp,2,1,5e-5,6.931485683799551e-5,464,100001,2,5,1,2
pp,1,2,5e-5,2.6581774862616475e-05,464,100001,2,5,1,2
pp,2,2,0.99995,0.999930685143162,464,100001,2,5,1,2
s,1,1,1,1,464,100001,2,5,1,2
Pi,1,1,0.5,0.5,465,100001,2,1000,1,2
Pi,2,1,0.5,0.5,465,100001,2,1000,1,2
pp,1,1,0.99,0.9894428869881776,465,100001,2,1000,1,2
pp,2,1,0.01,0.010460589721945357,465,100001,2,1000,1,2
pp,1,2,0.01,0.010557113011822428,465,100001,2,1000,1,2
pp,2,2,0.99,0.9895394102780547,465,100001,2,1000,1,2
s,1,1,1,1,465,100001,2,1000,1,2
Pi,1,1,0.5,0.5,466,100001,2,1000,1,2
Pi,2,1,0.5,0.5,466,100001,2,1000,1,2
pp,1,1,0.99,0.9857829159382842,466,100001,2,1000,1,2
pp,2,1,0.01,0.00934673018225036,466,100001,2,1000,1,2
pp,1,2,0.01,0.014217084061715844,466,100001,2,1000,1,2
pp,2,2,0.99,0.9906532698177496,466,100001,2,1000,1,2
s,1,1,1,1,466,100001,2,1000,1,2
Pi,1,1,0.5,0.5,467,100001,2,1,1,2
Pi,2,1,0.5,0.5,467,100001,2,1,1,2
pp,1,1,0.99999,0.9999823893851634,467,100001,2,1,1,2
pp,2,1,1e-5,1.4704444813752402e-5,467,100001,2,1,1,2
pp,1,2,1e-5,1.7610614836606065e-5,467,100001,2,1,1,2
pp,2,2,0.99999,0.9999852955551862,467,100001,2,1,1,2
s,1,1,1,1,467,100001,2,1,1,2
Pi,1,1,0.5,0.5,468,100001,2,100,1,2
Pi,2,1,0.5,0.5,468,100001,2,100,1,2
pp,1,1,0.999,0.9987600322327346,468,100001,2,100,1,2
pp,2,1,0.001,8.84722287948063e-4,468,100001,2,100,1,2
pp,1,2,0.001,0.0012399677672654324,468,100001,2,100,1,2
pp,2,2,0.999,0.999115277712052,468,100001,2,100,1,2
s,1,1,1,1,468,100001,2,100,1,2
Pi,1,1,0.5,0.5,469,100001,2,500,1,2
Pi,2,1,0.5,0.5,469,100001,2,500,1,2
pp,1,1,0.995,0.9909394639001078,469,100001,2,500,1,2
pp,2,1,0.005,0.009596694764996345,469,100001,2,500,1,2
pp,1,2,0.005,0.009060536099892335,469,100001,2,500,1,2
pp,2,2,0.995,0.9904033052350036,469,100001,2,500,1,2
s,1,1,1,1,469,100001,2,500,1,2
Pi,1,1,0.5,0.5,470,100001,2,10,1,2
Pi,2,1,0.5,0.5,470,100001,2,10,1,2
pp,1,1,0.9999,0.9999152953663886,470,100001,2,10,1,2
pp,2,1,1e-4,7.615802338449178e-5,470,100001,2,10,1,2
pp,1,2,1e-4,8.47046336115366e-5,470,100001,2,10,1,2
pp,2,2,0.9999,0.9999238419766155,470,100001,2,10,1,2
s,1,1,1,1,470,100001,2,10,1,2
Pi,1,1,0.5,0.5,471,100001,2,100,1,2
Pi,2,1,0.5,0.5,471,100001,2,100,1,2
pp,1,1,0.999,0.9993607916047803,471,100001,2,100,1,2
pp,2,1,0.001,8.633525924866044e-4,471,100001,2,100,1,2
pp,1,2,0.001,6.392083952197304e-4,471,100001,2,100,1,2
pp,2,2,0.999,0.9991366474075134,471,100001,2,100,1,2
s,1,1,1,1,471,100001,2,100,1,2
Pi,1,1,0.5,0.5,472,100001,2,500,1,2
Pi,2,1,0.5,0.5,472,100001,2,500,1,2
pp,1,1,0.995,0.990282156851355,472,100001,2,500,1,2
pp,2,1,0.005,0.006494951178610055,472,100001,2,500,1,2
pp,1,2,0.005,0.009717843148645102,472,100001,2,500,1,2
pp,2,2,0.995,0.9935050488213899,472,100001,2,500,1,2
s,1,1,1,1,472,100001,2,500,1,2
Pi,1,1,0.5,0.5,473,100001,2,100,1,2
Pi,2,1,0.5,0.5,473,100001,2,100,1,2
pp,1,1,0.999,0.9983571253545461,473,100001,2,100,1,2
pp,2,1,0.001,6.937186617713946e-4,473,100001,2,100,1,2
pp,1,2,0.001,0.0016428746454538112,473,100001,2,100,1,2
pp,2,2,0.999,0.9993062813382286,473,100001,2,100,1,2
s,1,1,1,1,473,100001,2,100,1,2
Pi,1,1,0.5,0.5,474,100001,2,50,1,2
Pi,2,1,0.5,0.5,474,100001,2,50,1,2
pp,1,1,0.9995,0.9991575669951517,474,100001,2,50,1,2
pp,2,1,5e-4,6.436729820905845e-4,474,100001,2,50,1,2
pp,1,2,5e-4,8.424330048483607e-4,474,100001,2,50,1,2
pp,2,2,0.9995,0.9993563270179096,474,100001,2,50,1,2
s,1,1,1,1,474,100001,2,50,1,2
Pi,1,1,0.5,0.5,475,100001,2,50,1,2
Pi,2,1,0.5,0.5,475,100001,2,50,1,2
pp,1,1,0.9995,0.9996911788893554,475,100001,2,50,1,2
pp,2,1,5e-4,4.280106994016756e-4,475,100001,2,50,1,2
pp,1,2,5e-4,3.088211106446542e-4,475,100001,2,50,1,2
pp,2,2,0.9995,0.9995719893005983,475,100001,2,50,1,2
s,1,1,1,1,475,100001,2,50,1,2
Pi,1,1,0.5,0.5,476,100001,2,5,1,2
Pi,2,1,0.5,0.5,476,100001,2,5,1,2
pp,1,1,0.99995,0.99994113907211,476,100001,2,5,1,2
pp,2,1,5e-5,6.20857473718408e-5,476,100001,2,5,1,2
pp,1,2,5e-5,5.886092788994454e-5,476,100001,2,5,1,2
pp,2,2,0.99995,0.9999379142526282,476,100001,2,5,1,2
s,1,1,1,1,476,100001,2,5,1,2
Pi,1,1,0.5,0.5,477,100001,2,2,1,2
Pi,2,1,0.5,0.5,477,100001,2,2,1,2
pp,1,1,0.99998,0.9999787061854545,477,100001,2,2,1,2
pp,2,1,2e-5,2.3879394979452465e-5,477,100001,2,2,1,2
pp,1,2,2e-5,2.1293814545513712e-5,477,100001,2,2,1,2
pp,2,2,0.99998,0.9999761206050206,477,100001,2,2,1,2
s,1,1,1,1,477,100001,2,2,1,2
Pi,1,1,0.5,0.5,478,100001,2,1000,1,2
Pi,2,1,0.5,0.5,478,100001,2,1000,1,2
pp,1,1,0.99,0.9898011662436784,478,100001,2,1000,1,2
pp,2,1,0.01,0.010006786637248223,478,100001,2,1000,1,2
pp,1,2,0.01,0.01019883375632163,478,100001,2,1000,1,2
pp,2,2,0.99,0.9899932133627517,478,100001,2,1000,1,2
s,1,1,1,1,478,100001,2,1000,1,2
Pi,1,1,0.5,0.5,479,100001,2,1,1,2
Pi,2,1,0.5,0.5,479,100001,2,1,1,2
pp,1,1,0.99999,0.9999860255343084,479,100001,2,1,1,2
pp,2,1,1e-5,1.868941152569066e-5,479,100001,2,1,1,2
pp,1,2,1e-5,1.397446569165677e-5,479,100001,2,1,1,2
pp,2,2,0.99999,0.9999813105884742,479,100001,2,1,1,2
s,1,1,1,1,479,100001,2,1,1,2
Pi,1,1,0.5,0.5,480,100001,2,2,1,2
Pi,2,1,0.5,0.5,480,100001,2,2,1,2
pp,1,1,0.99998,0.9999653975624583,480,100001,2,2,1,2
pp,2,1,2e-5,3.3250142591324126e-5,480,100001,2,2,1,2
pp,1,2,2e-5,3.460243754184735e-5,480,100001,2,2,1,2
pp,2,2,0.99998,0.9999667498574086,480,100001,2,2,1,2
s,1,1,1,1,480,100001,2,2,1,2
Pi,1,1,0.5,0.5,481,100001,2,500,1,2
Pi,2,1,0.5,0.5,481,100001,2,500,1,2
pp,1,1,0.995,0.9920553538864726,481,100001,2,500,1,2
pp,2,1,0.005,0.009450962626808135,481,100001,2,500,1,2
pp,1,2,0.005,0.007944646113527463,481,100001,2,500,1,2
pp,2,2,0.995,0.990549037373192,481,100001,2,500,1,2
s,1,1,1,1,481,100001,2,500,1,2
Pi,1,1,0.5,0.5,482,100001,2,200,1,2
Pi,2,1,0.5,0.5,482,100001,2,200,1,2
pp,1,1,0.998,0.9980320814078651,482,100001,2,200,1,2
pp,2,1,0.002,0.0012972328770233064,482,100001,2,200,1,2
pp,1,2,0.002,0.0019679185921348532,482,100001,2,200,1,2
pp,2,2,0.998,0.9987027671229767,482,100001,2,200,1,2
s,1,1,1,1,482,100001,2,200,1,2
Pi,1,1,0.5,0.5,483,100001,2,100,1,2
Pi,2,1,0.5,0.5,483,100001,2,100,1,2
pp,1,1,0.999,0.998148376964839,483,100001,2,100,1,2
pp,2,1,0.001,0.001808234785762395,483,100001,2,100,1,2
pp,1,2,0.001,0.0018516230351609164,483,100001,2,100,1,2
pp,2,2,0.999,0.9981917652142377,483,100001,2,100,1,2
s,1,1,1,1,483,100001,2,100,1,2
Pi,1,1,0.5,0.5,484,100001,2,200,1,2
Pi,2,1,0.5,0.5,484,100001,2,200,1,2
pp,1,1,0.998,0.9989477252134767,484,100001,2,200,1,2
pp,2,1,0.002,0.0023815195165432777,484,100001,2,200,1,2
pp,1,2,0.002,0.0010522747865232562,484,100001,2,200,1,2
pp,2,2,0.998,0.9976184804834566,484,100001,2,200,1,2
s,1,1,1,1,484,100001,2,200,1,2
Pi,1,1,0.5,0.5,485,100001,2,20,1,2
Pi,2,1,0.5,0.5,485,100001,2,20,1,2
pp,1,1,0.9998,0.9998588673689209,485,100001,2,20,1,2
pp,2,1,2e-4,1.0246520637767985e-4,485,100001,2,20,1,2
pp,1,2,2e-4,1.411326310790963e-4,485,100001,2,20,1,2
pp,2,2,0.9998,0.9998975347936223,485,100001,2,20,1,2
s,1,1,1,1,485,100001,2,20,1,2
Pi,1,1,0.5,0.5,486,100001,2,100,1,2
Pi,2,1,0.5,0.5,486,100001,2,100,1,2
pp,1,1,0.999,0.9981924220619461,486,100001,2,100,1,2
pp,2,1,0.001,0.0012077684077234445,486,100001,2,100,1,2
pp,1,2,0.001,0.0018075779380539317,486,100001,2,100,1,2
pp,2,2,0.999,0.9987922315922766,486,100001,2,100,1,2
s,1,1,1,1,486,100001,2,100,1,2
Pi,1,1,0.5,0.5,487,100001,2,1000,1,2
Pi,2,1,0.5,0.5,487,100001,2,1000,1,2
pp,1,1,0.99,0.9937077958035476,487,100001,2,1000,1,2
pp,2,1,0.01,0.019255934797706993,487,100001,2,1000,1,2
pp,1,2,0.01,0.006292204196452359,487,100001,2,1000,1,2
pp,2,2,0.99,0.980744065202293,487,100001,2,1000,1,2
s,1,1,1,1,487,100001,2,1000,1,2
Pi,1,1,0.5,0.5,488,100001,2,2,1,2
Pi,2,1,0.5,0.5,488,100001,2,2,1,2
pp,1,1,0.99998,0.9999871838752507,488,100001,2,2,1,2
pp,2,1,2e-5,3.150505173857465e-5,488,100001,2,2,1,2
pp,1,2,2e-5,1.281612474944158e-5,488,100001,2,2,1,2
pp,2,2,0.99998,0.9999684949482616,488,100001,2,2,1,2
s,1,1,1,1,488,100001,2,2,1,2
Pi,1,1,0.5,0.5,489,100001,2,200,1,2
Pi,2,1,0.5,0.5,489,100001,2,200,1,2
pp,1,1,0.998,0.996236914314309,489,100001,2,200,1,2
pp,2,1,0.002,0.003643955559208644,489,100001,2,200,1,2
pp,1,2,0.002,0.003763085685690874,489,100001,2,200,1,2
pp,2,2,0.998,0.9963560444407914,489,100001,2,200,1,2
s,1,1,1,1,489,100001,2,200,1,2
Pi,1,1,0.5,0.5,490,100001,2,1,1,2
Pi,2,1,0.5,0.5,490,100001,2,1,1,2
pp,1,1,0.99999,0.9999927824411997,490,100001,2,1,1,2
pp,2,1,1e-5,5.211605460482137e-6,490,100001,2,1,1,2
pp,1,2,1e-5,7.217558800246419e-6,490,100001,2,1,1,2
pp,2,2,0.99999,0.9999947883945395,490,100001,2,1,1,2
s,1,1,1,1,490,100001,2,1,1,2
Pi,1,1,0.5,0.5,491,100001,2,1000,1,2
Pi,2,1,0.5,0.5,491,100001,2,1000,1,2
pp,1,1,0.99,0.9839033033231445,491,100001,2,1000,1,2
pp,2,1,0.01,0.019772746231599633,491,100001,2,1000,1,2
pp,1,2,0.01,0.016096696676855596,491,100001,2,1000,1,2
pp,2,2,0.99,0.9802272537684003,491,100001,2,1000,1,2
s,1,1,1,1,491,100001,2,1000,1,2
Pi,1,1,0.5,0.5,492,100001,2,100,1,2
Pi,2,1,0.5,0.5,492,100001,2,100,1,2
pp,1,1,0.999,0.9983693551887011,492,100001,2,100,1,2
pp,2,1,0.001,0.001199999246734154,492,100001,2,100,1,2
pp,1,2,0.001,0.0016306448112990098,492,100001,2,100,1,2
pp,2,2,0.999,0.9988000007532658,492,100001,2,100,1,2
s,1,1,1,1,492,100001,2,100,1,2
Pi,1,1,0.5,0.5,493,100001,2,1,1,2
Pi,2,1,0.5,0.5,493,100001,2,1,1,2
pp,1,1,0.99999,0.9999832400384694,493,100001,2,1,1,2
pp,2,1,1e-5,1.193905008922626e-5,493,100001,2,1,1,2
pp,1,2,1e-5,1.6759961530622965e-5,493,100001,2,1,1,2
pp,2,2,0.99999,0.9999880609499108,493,100001,2,1,1,2
s,1,1,1,1,493,100001,2,1,1,2
Pi,1,1,0.5,0.5,494,100001,2,1000,1,2
Pi,2,1,0.5,0.5,494,100001,2,1000,1,2
pp,1,1,0.99,0.9853447430287329,494,100001,2,1000,1,2
pp,2,1,0.01,0.008818759196639327,494,100001,2,1000,1,2
pp,1,2,0.01,0.014655256971267076,494,100001,2,1000,1,2
pp,2,2,0.99,0.9911812408033606,494,100001,2,1000,1,2
s,1,1,1,1,494,100001,2,1000,1,2
Pi,1,1,0.5,0.5,495,100001,2,20,1,2
Pi,2,1,0.5,0.5,495,100001,2,20,1,2
pp,1,1,0.9998,0.9996290875256832,495,100001,2,20,1,2
pp,2,1,2e-4,2.0394381964052168e-4,495,100001,2,20,1,2
pp,1,2,2e-4,3.709124743166487e-4,495,100001,2,20,1,2
pp,2,2,0.9998,0.9997960561803595,495,100001,2,20,1,2
s,1,1,1,1,495,100001,2,20,1,2
Pi,1,1,0.5,0.5,496,100001,2,1000,1,2
Pi,2,1,0.5,0.5,496,100001,2,1000,1,2
pp,1,1,0.99,0.9905069577169069,496,100001,2,1000,1,2
pp,2,1,0.01,0.012848511353328589,496,100001,2,1000,1,2
pp,1,2,0.01,0.009493042283093072,496,100001,2,1000,1,2
pp,2,2,0.99,0.9871514886466716,496,100001,2,1000,1,2
s,1,1,1,1,496,100001,2,1000,1,2
Pi,1,1,0.5,0.5,497,100001,2,2000,1,2
Pi,2,1,0.5,0.5,497,100001,2,2000,1,2
pp,1,1,0.98,0.9743836558979071,497,100001,2,2000,1,2
pp,2,1,0.02,0.03586752887449472,497,100001,2,2000,1,2
pp,1,2,0.02,0.025616344102092983,497,100001,2,2000,1,2
pp,2,2,0.98,0.9641324711255052,497,100001,2,2000,1,2
s,1,1,1,1,497,100001,2,2000,1,2
Pi,1,1,0.5,0.5,498,100001,2,200,1,2
Pi,2,1,0.5,0.5,498,100001,2,200,1,2
pp,1,1,0.998,0.9973707358338121,498,100001,2,200,1,2
pp,2,1,0.002,0.0023960366333688806,498,100001,2,200,1,2
pp,1,2,0.002,0.0026292641661879016,498,100001,2,200,1,2
pp,2,2,0.998,0.9976039633666312,498,100001,2,200,1,2
s,1,1,1,1,498,100001,2,200,1,2
Pi,1,1,0.5,0.5,499,100001,2,20,1,2
Pi,2,1,0.5,0.5,499,100001,2,20,1,2
pp,1,1,0.9998,0.9998250806841927,499,100001,2,20,1,2
pp,2,1,2e-4,0.00025455061054467507,499,100001,2,20,1,2
pp,1,2,2e-4,1.7491931580725074e-4,499,100001,2,20,1,2
pp,2,2,0.9998,0.9997454493894554,499,100001,2,20,1,2
s,1,1,1,1,499,100001,2,20,1,2
Pi,1,1,0.5,0.5,500,100001,2,2000,1,2
Pi,2,1,0.5,0.5,500,100001,2,2000,1,2
pp,1,1,0.98,0.9673386509894994,500,100001,2,2000,1,2
pp,2,1,0.02,0.023083480950709515,500,100001,2,2000,1,2
pp,1,2,0.02,0.03266134901050059,500,100001,2,2000,1,2
pp,2,2,0.98,0.9769165190492906,500,100001,2,2000,1,2
s,1,1,1,1,500,100001,2,2000,1,2
Pi,1,1,0.5,0.5,501,100001,2,1,1,2
Pi,2,1,0.5,0.5,501,100001,2,1,1,2
pp,1,1,0.99999,0.9999875718261277,501,100001,2,1,1,2
pp,2,1,1e-5,1.4408301835951988e-5,501,100001,2,1,1,2
pp,1,2,1e-5,1.24281738723783e-5,501,100001,2,1,1,2
